audit_name,settings,operator,map,remediation
2.3.10.12 (L1) Ensure 'Network access: Sharing and security model for local accounts' is set to 'Classic - local users authenticate as themselves' (Automated),0,==,"{""0"": ""Classic - local users authenticate as themselves "", ""1"": ""Guest only - local users authenticate as Guest ""}","To establish the recommended configuration via GP, set the following UI path to Classic - local users authenticate as themselves: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Network access: Sharing and security model for local accounts"
2.3.11.1 (L1) Ensure 'Network security: Allow Local System to use computer identity for NTLM' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Network security: Allow Local System to use computer identity for NTLM"
2.3.11.2 (L1) Ensure 'Network security: Allow LocalSystem NULL session fallback' is set to 'Disabled' (Automated),Disabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Network security: Allow LocalSystem NULL session fallback"
2.3.11.3 (L1) Ensure 'Network Security: Allow PKU2U authentication requests to this computer to use online identities' is set to 'Disabled' (Automated),Disabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Network Security: Allow PKU2U authentication requests to this computer to use online identities"
"2.3.11.4 (L1) Ensure 'Network security: Configure encryption types allowed for Kerberos' is set to 'AES128_HMAC_SHA1, AES256_HMAC_SHA1, Future encryption types' (Automated)",AES128_HMAC_SHA1 + AES256_HMAC_SHA1 + Future encryption types,one_of,"{""1"":""DES_CBC_CRC Weak, legacy"",""2"":""DES_CBC_MD5 Weak, legacy"",""3"":""DES_CBC_CRC + DES_CBC_MD5 Weak combo"",""4"":""RC4_HMAC_MD5 Weak, legacy"",""5"":""DES_CBC_CRC + RC4_HMAC_MD5"",""6"":""DES_CBC_MD5 + RC4_HMAC_MD5"",""7"":""DES_CBC_CRC + DES_CBC_MD5 + RC4_HMAC_MD5"",""16"":""AES128_HMAC_SHA1 Strong"",""32"":""AES256_HMAC_SHA1 Strong"",""48"":""AES128_HMAC_SHA1 + AES256_HMAC_SHA1 Strong combo"",""2147483648"":""Future encryption types "",""2147483640"":""AES128_HMAC_SHA1 + AES256_HMAC_SHA1 + Future encryption types "",""2147483664"":""AES128_HMAC_SHA1 + AES256_HMAC_SHA1 + Future encryption types "",""2147483668"":""AES128_HMAC_SHA1 + AES256_HMAC_SHA1 + RC4_HMAC_MD5 + Future encryption types""}","To establish the recommended configuration via GP, set the following UI path to AES128_HMAC_SHA1, AES256_HMAC_SHA1, Future encryption types: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Network security: Configure encryption types allowed for Kerberos"
2.3.11.5 (L1) Ensure 'Network security: Do not store LAN Manager hash value on next password change' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Network security: Do not store LAN Manager hash value on next password change"
2.3.11.6 (L1) Ensure 'Network security: Force logoff when logon hours expire' is set to 'Enabled' (Manual),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled. Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Network security: Force logoff when logon hours expire"
2.3.11.7 (L1) Ensure 'Network security: LAN Manager authentication level' is set to 'Send NTLMv2 response only. Refuse LM & NTLM' (Automated),Send NTLMv2 response only. Refuse LM & NTLM,==,"{""0"":""Send LM & NTLM responses"",""1"":""Send LM & NTLM responses, use NTLM session security if possible"",""2"":""Send NTLM response only"",""3"":""Send NTLM response only, use NTLM session security if possible"",""4"":""Send NTLMv2 response only"",""5"":""Send NTLMv2 response only. Refuse LM & NTLM"",""6"":""Send NTLMv2 response only. Refuse LM (Clients refuse LM, DC accepts LM, NTLM, NTLMv2)""}","To establish the recommended configuration via GP, set the following UI path to: Send NTLMv2 response only. Refuse LM & NTLM: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Network security: LAN Manager authentication level"
2.3.11.8 (L1) Ensure 'Network security: LDAP client signing requirements' is set to 'Negotiate signing' or higher (Automated),"Negotiate signing,Require signing",one_of,"{""0"":""None"",""1"":""Negotiate signing"",""2"":""Require signing""}","To establish the recommended configuration via GP, set the following UI path to Negotiate signing (configuring to Require signing also conforms to the benchmark): Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Network security: LDAP client signing requirements"
2.3.11.9 (L1) Ensure 'Network security: Minimum session security for NTLM SSP based (including secure RPC) clients' is set to 'Require NTLMv2 session security,"Require NTLMv2 session security, Require 128-bit encryption",one_of,"{""0"":""No minimum session security required"",""536870912"":""Require NTLMv2 session security"",""1073741824"":""Require 128-bit encryption"",""1610612736"":""Require NTLMv2 session security and 128-bit encryption"",""268435456"":""Require 56-bit encryption"",""805306368"":""Require NTLMv2 session security and 56-bit encryption"",""1342177280"":""Require 56-bit encryption and 128-bit encryption"",""1879048192"":""Require NTLMv2 session security 56-bit encryption and 128-bit encryption""}","To establish the recommended configuration via GP, set the following UI path to Require NTLMv2 session security, Require 128-bit encryption: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Network security: Minimum session security for NTLM SSP based (including secure RPC) clients"
2.3.11.10 (L1) Ensure 'Network security: Minimum session security for NTLM SSP based (including secure RPC) servers' is set to 'Require NTLMv2 session security,"Require NTLMv2 session security, Require 128-bit encryption",one_of,"{""1610612736"": ""Require NTLMv2 session security, Require 128-bit encryption""}","To establish the recommended configuration via GP, set the following UI path to Require NTLMv2 session security, Require 128-bit encryption: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Network security: Minimum session security for NTLM SSP based (including secure RPC) servers"
2.3.11.11 (L1) Ensure 'Network security: Restrict NTLM: Audit Incoming NTLM Traffic' is set to 'Enable auditing for all accounts' (Automated),Enable auditing for all accounts,==,"{ ""0"": ""Disabled - No auditing of incoming NTLM traffic"", ""1"": ""Enable auditing for domain accounts"", ""2"": ""Enable auditing for all accounts"" }","To establish the recommended configuration via GP, set the following UI path to Enable auditing for all accounts: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Network security: Restrict NTLM: Audit Incoming NTLM Traffic"
2.3.11.12 (L1) Ensure 'Network security: Restrict NTLM: Outgoing NTLM traffic to remote servers' is set to 'Audit all' or higher (Automated),"Audit all,Deny all",one_of,"{""0"": ""Allow all"", ""1"": ""Audit all"", ""2"": ""Deny all""}","To establish the recommended configuration via GP, set the following UI path to Audit all or higher: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Restrict NTLM: Outgoing NTLM traffic to remote servers"
2.3.14.1 (L2) Ensure 'System cryptography: Force strong key protection for user keys stored on the computer' is set to 'User is prompted when the key is first used' or higher (Automated),"User is prompted when the key is first used,User must enter a password each time they use a key",one_of,"{""0"":""User input is not required when new keys are stored and used"",""1"":""User is prompted when the key is first used"",""2"":""User must enter a password each time they use a key""}","To establish the recommended configuration via GP, set the following UI path to User is prompted when the key is first used (configuring to User must enter a password each time they use a key also conforms to the benchmark): Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\System cryptography: Force strong key protection for user keys stored on the computer"
2.3.15.1 (L1) Ensure 'System objects: Require case insensitivity for non-Windows subsystems' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\System objects: Require case insensitivity for nonWindows subsystems"
2.3.15.2 (L1) Ensure 'System objects: Strengthen default permissions of internal system objects (e.g. Symbolic Links)' is set to 'Enabled' (Automated),Enabled,==,"{""0"": ""Disabled"", ""1"": ""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\System objects: Strengthen default permissions of internal system objects (e.g. Symbolic Links)"
